#ImageName	Window	Conf	MajorAx	Perim	Area
1308778.TIF	13	0.12	65.12	372.45	766
1308778.TIF	14	0.03	44.22	234.10	363
1308778.TIF	15	0.04	40.08	127.72	314
1308778.TIF	16	0.01	46.66	131.24	732
1308778.TIF	17	0.36	48.45	201.03	633
1308778.TIF	18	0.03	53.65	175.02	447
1308778.TIF	19	0.90	60.01	287.38	847
1308778.TIF	20	0.01	43.59	193.86	765
1308778.TIF	21	0.47	82.74	302.15	1329
1308778.TIF	22	0.05	30.99	128.36	377
1308778.TIF	23	0.05	41.57	222.09	402
1308778.TIF	24	0.05	47.75	331.62	568
1308778.TIF	25	0.03	48.28	385.50	836
1308778.TIF	26	0.04	35.03	185.10	330
1308778.TIF	27	0.02	33.94	198.76	344
1308778.TIF	28	0.04	35.47	133.27	347
1308778.TIF	29	0.00	29.03	122.21	427
1308778.TIF	30	0.02	31.36	197.23	474
1308778.TIF	31	0.00	71.50	576.30	1155
1308778.TIF	32	0.09	43.61	261.58	733
1308778.TIF	33	0.04	40.09	169.14	509
1308778.TIF	34	0.04	40.12	220.88	363
1308778.TIF	35	0.13	42.80	253.15	334
1308778.TIF	36	0.03	61.05	377.97	747
1308779.TIF	1	0.04	42.23	221.59	323
1308779.TIF	2	0.05	51.88	191.52	864
1308779.TIF	3	0.01	51.90	164.68	365
1308779.TIF	4	0.20	49.76	214.88	418
1308779.TIF	5	0.20	37.97	208.86	300
1308779.TIF	6	0.04	53.85	243.94	605
1308779.TIF	7	0.11	50.40	259.31	1151
1308779.TIF	8	0.19	53.37	250.95	1147
1308779.TIF	9	0.54	48.84	164.91	579
1308779.TIF	10	0.05	77.95	274.70	894
1308779.TIF	11	0.05	40.56	309.48	508
1308779.TIF	12	0.03	40.15	162.69	311
1308779.TIF	13	0.89	32.85	135.48	687
1308779.TIF	14	0.06	47.58	345.86	829
1308779.TIF	15	0.03	103.39	391.77	1510
1308779.TIF	16	0.47	61.87	246.76	681
1308779.TIF	17	0.10	44.87	205.85	958
1308779.TIF	18	0.97	57.14	318.90	1174
1308779.TIF	19	0.04	51.20	163.70	407
1308779.TIF	20	0.04	55.93	293.30	879
1308779.TIF	21	0.11	38.90	227.53	549
1308779.TIF	22	0.91	48.73	107.95	307
1308779.TIF	23	0.03	42.10	214.75	315
1308779.TIF	24	0.33	37.28	148.62	401
1308779.TIF	25	0.04	23.47	101.10	339
1308779.TIF	26	0.43	38.51	111.95	333
1308779.TIF	27	0.01	34.43	160.13	736
1308779.TIF	28	0.09	40.46	170.36	320
1308779.TIF	29	0.12	52.61	285.22	468
1308779.TIF	30	0.10	54.77	282.15	1383
1308779.TIF	31	0.77	31.97	144.02	510
1308779.TIF	32	0.04	68.66	357.66	1831
1308779.TIF	33	0.77	59.66	251.61	801
1308779.TIF	34	0.73	64.13	153.00	454
1308779.TIF	35	0.73	56.57	404.95	1014
1308779.TIF	36	0.01	46.30	194.31	341
1308779.TIF	37	0.12	56.89	291.88	630
1308779.TIF	38	0.12	48.89	258.08	1011
1308779.TIF	39	0.32	43.85	151.23	528
1308779.TIF	40	0.03	67.13	234.49	577
1308779.TIF	41	0.04	43.81	317.20	594
1308779.TIF	42	0.12	33.57	119.03	502
1308780.TIF	1	0.11	68.06	378.99	713
1308780.TIF	2	0.13	26.13	106.25	478
1308780.TIF	3	0.20	34.01	109.51	335
1308780.TIF	4	0.02	64.32	256.21	643
1308780.TIF	5	0.03	41.91	144.79	328
1308780.TIF	6	0.04	33.71	184.04	383
1308780.TIF	7	0.07	30.34	102.11	473
1308780.TIF	8	0.05	42.76	152.35	357
1308780.TIF	9	0.02	36.15	171.21	460
1308780.TIF	10	0.05	40.67	157.52	787
1308780.TIF	11	0.01	64.43	374.36	716
1308780.TIF	12	0.09	25.95	125.64	357
1308780.TIF	13	0.04	44.24	170.10	486
1308780.TIF	14	0.01	45.39	169.18	332
1308780.TIF	15	0.12	33.04	209.97	312
1308780.TIF	16	0.11	40.24	192.26	621
1308780.TIF	17	0.02	34.25	163.81	639
1308780.TIF	18	0.04	66.03	281.86	399
1308780.TIF	19	0.99	53.82	271.14	803
1308780.TIF	20	0.03	40.21	225.27	365
1308780.TIF	21	0.14	43.54	221.26	367
1308780.TIF	22	0.08	50.63	253.79	918
1308780.TIF	23	0.04	28.39	179.35	320
1308780.TIF	24	0.20	33.22	183.50	415
1308780.TIF	25	0.21	47.79	292.80	636
1308780.TIF	26	0.26	53.71	289.26	872
1308780.TIF	27	0.01	38.12	151.82	416
1308780.TIF	28	0.03	35.62	148.82	573
1308780.TIF	29	0.02	56.67	394.88	1126
1308780.TIF	30	0.00	116.23	782.15	2588
1308780.TIF	31	0.03	33.32	139.15	373
1308780.TIF	32	0.05	31.80	145.82	365
1308780.TIF	33	0.04	35.99	257.42	344
1308780.TIF	34	0.08	109.51	502.41	1612
1308780.TIF	35	0.10	31.00	160.38	454
1308780.TIF	36	0.09	67.25	233.96	677
1308781.TIF	1	0.19	38.02	188.06	830
1308781.TIF	2	0.07	33.12	124.82	458
1308781.TIF	3	0.29	76.97	417.82	1307
1308781.TIF	4	0.13	53.44	229.92	591
1308781.TIF	5	0.04	58.27	284.02	1197
1308781.TIF	6	0.05	55.83	335.94	740
1308781.TIF	7	0.11	52.12	273.53	388
1308781.TIF	8	0.11	79.00	330.63	1067
1308781.TIF	9	0.05	63.85	252.37	1273
1308781.TIF	10	0.11	94.53	345.66	2208
1308781.TIF	11	0.05	46.29	288.35	549
1308781.TIF	12	0.37	46.25	205.12	406
1308781.TIF	13	0.00	34.21	256.67	359
1308781.TIF	14	0.04	40.00	222.83	579
1308781.TIF	15	0.05	42.65	186.20	319
1308781.TIF	16	0.03	37.12	139.63	313
1308781.TIF	17	0.04	106.23	482.27	2542
1308781.TIF	18	0.12	61.99	333.02	539
1308781.TIF	19	0.31	76.78	417.45	1286
1308781.TIF	20	0.23	58.49	256.18	1831
1308781.TIF	21	0.01	26.11	105.51	436
1308781.TIF	22	0.04	25.92	155.12	403
1308781.TIF	23	0.01	64.51	435.46	1455
1308781.TIF	24	0.12	69.11	270.19	1413
1308781.TIF	25	0.01	31.73	187.59	377
1308781.TIF	26	0.09	48.16	204.52	553
1308781.TIF	27	0.03	27.67	115.40	380
1308782.TIF	1	0.05	58.78	168.98	1771
1308782.TIF	2	0.02	100.68	699.96	1312
1308782.TIF	3	0.04	26.46	127.73	429
1308782.TIF	4	0.03	61.47	271.09	351
1308782.TIF	5	0.02	29.62	160.99	320
1308782.TIF	6	0.04	47.61	233.41	394
1308782.TIF	7	0.01	32.30	218.72	398
1308782.TIF	8	0.03	30.69	178.19	357
1308782.TIF	9	0.08	46.85	202.68	494
1308782.TIF	10	0.01	54.66	361.63	625
1308782.TIF	11	0.51	46.38	257.40	480
1308782.TIF	12	0.28	41.73	250.53	920
1308782.TIF	13	0.03	56.50	332.78	904
1308782.TIF	14	0.07	43.88	216.58	332
1308782.TIF	15	0.03	55.09	202.99	336
1308782.TIF	16	0.14	52.04	214.64	1098
1308782.TIF	17	0.01	41.24	134.94	323
1308782.TIF	18	0.06	42.85	154.72	396
1308782.TIF	19	0.02	39.59	336.80	633
1308782.TIF	20	0.04	41.61	305.57	438
1308782.TIF	21	0.01	41.45	247.19	621
1308782.TIF	22	0.01	47.77	264.10	772
1308782.TIF	23	0.09	41.13	198.95	824
1308782.TIF	24	0.33	44.70	211.49	361
1308782.TIF	25	0.16	32.11	146.47	520
1308782.TIF	26	0.19	30.24	140.26	507
1308782.TIF	27	0.05	51.12	218.60	558
1308782.TIF	28	0.14	29.47	102.39	408
1308782.TIF	29	0.29	35.54	150.32	571
1308782.TIF	30	0.03	40.47	214.33	526
1308782.TIF	31	0.02	61.82	259.45	598
1308782.TIF	32	0.01	53.77	330.14	497
1308782.TIF	33	0.07	34.49	220.07	347
1308783.TIF	1	0.12	33.01	129.23	404
1308783.TIF	2	0.15	126.03	622.09	1416
1308783.TIF	3	0.03	37.38	219.87	661
1308783.TIF	4	0.02	91.57	798.78	3242
1308783.TIF	5	0.01	69.44	512.38	1371
1308783.TIF	6	0.04	38.24	219.80	495
1308783.TIF	7	0.08	62.14	217.20	503
1308783.TIF	8	0.24	63.86	263.32	1185
1308783.TIF	9	0.07	42.24	154.43	706
1308783.TIF	10	0.20	56.82	177.27	497
1308783.TIF	11	0.14	51.29	200.44	343
1308783.TIF	12	0.05	41.11	210.02	861
1308783.TIF	13	0.03	50.75	263.05	494
1308783.TIF	14	0.02	109.67	666.96	1880
1308783.TIF	15	0.14	77.75	353.05	1428
1308783.TIF	16	0.03	37.99	190.41	310
1308783.TIF	17	0.01	38.02	194.54	507
1308783.TIF	18	0.06	47.42	113.33	454
1308783.TIF	19	0.06	34.96	156.29	451
1308783.TIF	20	0.01	30.51	156.42	348
1308783.TIF	21	0.40	50.46	272.27	1402
1308783.TIF	22	0.02	129.62	761.23	1426
1308783.TIF	23	0.03	57.68	233.60	321
1308783.TIF	24	0.02	34.68	176.91	503
1308783.TIF	25	0.18	50.33	322.36	1288
1308783.TIF	26	0.12	28.34	113.12	404
1308783.TIF	27	0.01	34.42	199.31	552
1308783.TIF	28	0.01	35.07	182.56	478
1308783.TIF	29	0.06	56.43	168.08	693
1308783.TIF	30	0.32	33.50	193.04	435
1308783.TIF	31	0.02	38.79	265.35	771
1308783.TIF	32	0.07	95.45	314.25	1619
1308783.TIF	33	0.09	26.99	122.47	310
1308783.TIF	34	0.06	32.73	122.51	461
1308783.TIF	35	0.31	28.92	110.70	433
1308784.TIF	1	0.09	51.55	216.48	492
1308784.TIF	2	0.03	29.66	146.76	311
1308784.TIF	3	0.14	47.91	181.32	419
1308784.TIF	4	0.05	70.34	277.07	577
1308784.TIF	5	0.01	42.60	185.73	317
1308784.TIF	6	0.49	44.06	267.29	829
1308784.TIF	7	0.06	43.42	283.66	450
1308784.TIF	8	0.72	37.57	201.46	579
1308784.TIF	9	0.50	79.03	386.72	1352
1308784.TIF	10	0.04	41.81	220.96	988
1308784.TIF	11	0.06	42.39	211.88	369
1308784.TIF	12	0.02	44.32	195.39	374
1308784.TIF	13	0.03	56.24	218.49	395
1308784.TIF	14	0.07	49.57	168.01	354
1308784.TIF	15	0.02	41.42	228.56	469
1308784.TIF	16	0.01	47.32	226.52	312
1308784.TIF	17	0.08	28.19	129.27	392
1308784.TIF	18	0.03	30.20	128.00	349
1308784.TIF	19	0.15	93.81	376.85	1625
1308784.TIF	20	0.12	33.84	146.37	415
1308784.TIF	21	0.48	34.61	167.33	521
1308784.TIF	22	0.95	35.36	180.84	650
1308784.TIF	23	0.00	42.97	284.97	362
1308784.TIF	24	0.01	44.49	275.86	422
1308784.TIF	25	0.31	42.28	221.64	686
1308784.TIF	26	0.98	45.96	201.94	496
1308784.TIF	27	0.34	68.02	272.27	1734
1308784.TIF	28	0.06	42.18	204.64	433
1308784.TIF	29	0.04	50.47	244.62	786
1308784.TIF	30	0.02	62.45	343.76	833
1308784.TIF	31	0.02	33.27	148.59	318
1308784.TIF	32	0.03	46.79	255.76	790
1308784.TIF	33	0.13	35.14	152.55	426
1308784.TIF	34	0.03	35.32	238.20	654
1308784.TIF	35	0.07	47.88	202.28	747
1308784.TIF	36	0.02	77.69	599.60	1805
1308784.TIF	37	0.09	36.25	222.11	420
1308784.TIF	38	0.03	63.02	268.70	421
1308784.TIF	39	0.32	48.82	197.84	584
1308784.TIF	40	0.13	30.66	131.85	350
1308784.TIF	41	0.11	90.41	328.12	587
1308785.TIF	1	0.08	45.29	176.36	348
1308785.TIF	2	0.09	45.61	215.20	347
1308785.TIF	3	0.02	40.89	245.68	469
1308785.TIF	4	0.03	49.17	295.08	534
1308785.TIF	5	0.07	34.59	149.67	436
1308785.TIF	6	0.12	42.22	135.95	577
1308785.TIF	7	0.88	59.96	249.46	1031
1308785.TIF	8	0.03	48.87	313.49	561
1308785.TIF	9	0.18	49.66	190.24	408
1308785.TIF	10	0.40	32.34	140.11	550
1308785.TIF	11	0.14	49.79	252.10	393
1308785.TIF	12	0.03	45.84	261.74	575
1308785.TIF	13	0.18	40.61	109.04	356
1308785.TIF	14	0.23	32.41	102.41	407
1308785.TIF	15	0.07	33.48	130.51	343
